기준일자|||유형|||연관검색어|||검색키워드|||검색량|||지표|||뉴스제목|||뉴스링크|||활동성|||구글검색어|||네이버검색어|||상승월|||
"2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%||| KB국민카드 , 봄나들이 계절 3월 맞이 추첨·할인 등 실시|||https://www.ngetnews.com/news/articleView.html?idxno=503347|||0.0%||| |||신용카드||| |||"
"2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%||| KB국민카드 , 어린이 뮤지컬·놀이공원 할인  이벤트  진행|||https://www.kfenews.co.kr/news/articleView.html?idxno=619651|||0.0%||| |||신용카드추천||| |||"
2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%|||온라인 발급 확대에 사라지는  카드 모집인…5000명대로 뚝|||https://www.mediapen.com/news/view/904944|||0.0%||| |||삼성카드홈페이지||| |||
"2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%||| KB국민카드 , 봄맞이 여행 '할인·경품'  이벤트 |||http://www.bizwnews.com/news/articleView.html?idxno=78740|||0.0%||| |||카드||| |||"
2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%||| 카드 ·페이사 행사 뭐 있나|||https://n.news.naver.com/mnews/article/003/0012431091?sid=101|||0.0%||| |||씨티카드||| |||
"2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%|||""할인  이벤트 에 문화행사까지""...봄 단장 나선  카드 업계|||https://www.youthdaily.co.kr/news/article.html?no=147693|||0.0%||| |||신용카드발급||| |||"
2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%|||[ 이벤트 ]  KB국민카드  '봄 나들이 혜택 모음'|||http://www.seoulfn.com/news/articleView.html?idxno=513508|||0.0%||| |||카드이벤트||| |||
"2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%||| KB국민카드 , 봄 나들이 혜택 풍성!..KTX 10% 할인|||http://www.tournews21.com/news/articleView.html?idxno=68022|||0.0%||| |||카드사||| |||"
"2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%||| KB국민카드 , 봄 나들이  이벤트  진행…상품 할인·포인트리 적립 등|||https://www.ziksir.com/news/articleView.html?idxno=53837|||0.0%||| |||캐시백||| |||"
2024-03-18|||일별 급상승|||KB국민카드캐시백이벤트|||캐시백|||20.0|||20.0%|||KTX 할인··· KB국민카드  '봄 나들이' 혜택 제공|||http://www.4th.kr/news/articleView.html?idxno=2059023|||0.0%||| |||모바일신용카드||| |||
2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||가입 10조 넘은  ISA … 증권 사별 수익률· 수수료  천차만별|||https://it.chosun.com/news/articleView.html?idxno=2023092111475|||0.0%|||kb 증권 isa|||국민연금||| |||
2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||[기획] ‘고공행진’ 금값에 ‘골드러시’ 나서볼까|||https://weekly.cnbnews.com/news/article.html?no=158722|||0.0%||| |||NH투자증권||| |||
2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||[ 증권 상품 풍향계] 국내 첫 주단위 콜옵션 매도 ETF 상장 '눈길'|||https://www.sisajournal-e.com/news/articleView.html?idxno=401075|||0.0%||| |||나무증권||| |||
2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||모든 게 가능해진 ETF 세상 [상]|||https://www.straightnews.co.kr/news/articleView.html?idxno=245965|||0.0%||| |||주택연금||| |||
2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||[ 증권 소식] 배재현 전 카카오 투자총괄 석방/허남권 신영자산 대표 사임/김신...|||https://www.asiatime.co.kr/article/20240306500475|||0.0%||| |||IRP세액공제||| |||
"2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||[ 증권 소식] ""삼성전자 작년 연봉 1.2억...전년비 1500만원 줄어""/금감원 ""PF수...|||https://www.asiatime.co.kr/article/20240305500290|||0.0%||| |||IRP퇴직연금수령||| |||"
"2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||업그레이드 된 '만능통장', 일단 계좌라도 만드세요|||https://n.news.naver.com/mnews/article/082/0001258323?sid=101|||0.0%||| |||퇴직연금IRP||| |||"
"2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||[ 증권 소식] 금감원, 악재성 미공개 정보 이용행위 집중점검/외환시장 새벽 2시...|||https://www.asiatime.co.kr/article/20240228500397|||0.0%||| |||ISA서민형||| |||"
2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||닮은 듯 다른 韓日 주가 부양책…‘円低’ 없는 韓에게 묘책은? [투자360]|||https://n.news.naver.com/mnews/article/016/0002271769?sid=101|||0.0%||| |||삼성증권고객센터||| |||
"2024-03-18|||일별 급상승|||KB증권ISA수수료|||중개형ISA|||100.0|||40.0%|||[ 증권 소식] 엔비디아 담은 국내 ETF도 '하이킥'/대신경제연구소, 공급망 ESG ...|||https://www.asiatime.co.kr/article/20240223500334|||0.0%||| |||연금저축보험||| |||"
2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||가입 10조 넘은  ISA … 증권 사별 수익률·수수료 천차만별|||https://it.chosun.com/news/articleView.html?idxno=2023092111475|||0.0%|||kb 증권|||국민연금||| |||
2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%||| ISA  가입액 10조 돌파한  증권 사...은행 이긴 ‘수익률 효과’|||https://n.news.naver.com/mnews/article/119/0002807636?sid=101|||0.0%||| |||NH투자증권||| |||
2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||모든 게 가능해진 ETF 세상 [상]|||https://www.straightnews.co.kr/news/articleView.html?idxno=245965|||0.0%||| |||나무증권||| |||
2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||유안타·하나· KB ·한국투자 증권  [Daily Pick  증권 ]|||https://www.ngetnews.com/news/articleView.html?idxno=502887|||0.0%||| |||주택연금||| |||
2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||[# 증권 톡톡] 유안타 증권 중개형 ISA  채권 매매 서비스·토스 증권  '주식모으기...|||http://www.newsworks.co.kr/news/articleView.html?idxno=745812|||0.0%||| |||IRP세액공제||| |||
2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||[ 증권 소식] 배재현 전 카카오 투자총괄 석방/허남권 신영자산 대표 사임/김신...|||https://www.asiatime.co.kr/article/20240306500475|||0.0%||| |||IRP퇴직연금수령||| |||
"2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||[ 증권 브리핑] 하나 증권  롯데월드타워WM센터, 미국 부동산 투자 세미나 개최|||http://www.rightknow.co.kr/news/articleView.html?idxno=29050|||0.0%||| |||퇴직연금IRP||| |||"
"2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%||| 증권 사, 절세상품 ‘ ISA ’ 가입자 빠르게 늘려…은행, 고객 뺏길라 대응|||https://n.news.naver.com/mnews/article/117/0003810728?sid=103|||0.0%||| |||ISA서민형||| |||"
2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||[# 증권 톡톡] 미래에셋자산운용 퇴직연금 세미나·하나 증권  美 부동산 투자 세...|||http://www.newsworks.co.kr/news/articleView.html?idxno=745633|||0.0%||| |||삼성증권고객센터||| |||
"2024-03-18|||일별 급상승|||KB증권중개형ISA|||중개형ISA|||20.0|||280.0%|||[ 증권 소식] ELS 발행량 절반으로 '뚝'/2월 따따블 새내기주 전무/거래소, '좀...|||https://www.asiatime.co.kr/article/20240304500161|||0.0%||| |||연금저축보험||| |||"
"2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||""고령 운전자 교통사고 급증···수요응답형 교통체계가 해법""|||http://www.4th.kr/news/articleView.html?idxno=2058875|||0.0%||| |||자동차보험||| |||"
"2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||컬링도 아니고 보행기를 차량 앞으로 슝.. ""이 할머니 조심하세요""|||https://n.news.naver.com/mnews/article/014/0005155548?sid=102|||0.0%||| |||KB다이렉트자동차보험||| |||"
2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||삼성화재·롯데손해 보험 ·푸본현대생명 外 [Daily Pick  보험 ]|||https://www.ngetnews.com/news/articleView.html?idxno=502975|||0.0%||| |||다이렉트자동차보험||| |||
"2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||""'100세 시대' 국민과 함께하는 건강한 미래 만들겠다""|||http://www.jndn.com/article.php?aid=1710061408381449061|||0.0%||| |||자동차보험료비교견적사이트||| |||"
"2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||새 CEO 확정· 노인 병 치료 권위자 사외이사 영입... 보험 사, 20일부터 주총시즌...|||https://www.econovill.com/news/articleView.html?idxno=648327|||0.0%||| |||자동차보험비교||| |||"
"2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||서울 동작구, 70세 이상 주민 운전면허 반납 땐 총 34만원 준다|||https://n.news.naver.com/mnews/article/032/0003283306?sid=102|||0.0%||| |||자동차보험료비교견적||| |||"
"2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||동작구, 운전면허 반납 어르신에 34만원 지원··· 서울 지자체 최초 시행|||https://www.siminilbo.co.kr/news/newsview.php?ncode=1160286410944650|||0.0%||| |||자동차다이렉트보험||| |||"
"2024-03-18|||일별 급상승|||노인자동차보험|||자동차보험|||49.0|||20.0%|||동작구,  노인  '장롱면허' 반납시 35만원 교통카드|||https://n.news.naver.com/mnews/article/011/0004309763?sid=102|||0.0%||| |||KB자동차보험||| |||"
