기준일자|||유형|||연관검색어|||검색키워드|||검색량|||지표|||뉴스제목|||뉴스링크|||활동성|||구글검색어|||네이버검색어|||상승월|||
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||윤성에프앤씨 주가 덩실덩실... 금양과  무슨 일이?|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=263591|||8.7%||| |||삼성전자주가||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||윌링스 주가 덩실덩실... 54억원 규모 시설자금 조달 부각|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=263590|||8.7%||| |||달러환율||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||가온그룹 주가 꿈틀...전략적 지분투자 모라큐텍은?|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=263362|||8.7%||| |||미국증시||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||아모그린텍 주가 꿈틀... ""내년 전기차 부문 회복 고속성장 기대""|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=262918|||8.7%||| |||엔비디아주가||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||솔브레인홀딩스 주가 파죽지세...2차전지 업황 회복 기대|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=262451|||8.7%||| |||국제유가||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||이엔플러스 주가 기세등등...'실리콘폼' 전기차(EV)용 제품 사용 승인 부각|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=262446|||8.7%||| |||유럽증시||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||효성중공업 주가 다시 달아 오르나...BNEF 발표 2분기 '에너지 스토리지 티어...|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=262388|||8.7%||| |||하이브주가||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||이랜텍 주가 꿈틀... 신규직원 채용 때 용인시 거주민 우선 선발 부각|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=262350|||8.7%||| |||다우지수||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||광명전기 주가 찌릿... 기계설비 공사 등 수주확대 '솔솔'|||https://www.pinpointnews.co.kr/news/articleView.html?idxno=261966|||8.7%||| |||삼성중공업주가||| |||"
"2024-05-06|||일별 급상승|||ESS관련주|||특징주,공모주,CMA금리비교|||6620.0|||553.05%|||""제2의 반도체라더니""···개미들 2차 전지주 '탈출' 노린다|||http://www.enewstoday.co.kr/news/articleView.html?idxno=2119669|||8.7%||| |||코스피지수||| |||"
"2024-05-06|||일별 급상승|||모텔매매|||부동산,조각투자|||5130.0|||30.59%|||'허경영의 하늘궁' 무슨 일이…고문단이 사건 주도 그 결과는?|||http://www.m-i.kr/news/articleView.html?idxno=1117077|||26.2%||| |||부동산||| |||"
