기준일자|||유형|||연관검색어|||검색키워드|||검색량|||지표|||뉴스제목|||뉴스링크|||활동성|||구글검색어|||네이버검색어|||상승월|||
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||오늘의 금값시세(3월 29일자) '싱가포르 금가격 전망'|||https://www.gukjenews.com/news/articleView.html?idxno=2956028|||35.5%||| |||환율||| |||
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||3월 28일  금시세 (금값)는?|||https://kizmom.hankyung.com/news/view.html?aid=202403283004o|||35.5%||| |||금시세||| |||
"2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||[오늘  금시세 ]오늘 금값 상승세↑… 원 달러 환율 1,350원|||http://www.namdonews.com/news/articleView.html?idxno=764696|||35.5%||| |||금값시세||| |||"
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%||| 금시세 (금값) 28일 0.199%↓|||https://www.bntnews.co.kr/article/view/bnt202403280019|||35.5%||| |||금값||| |||
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||오늘의 금값시세(3월 28일자) '브라질 금가격 전망'|||https://www.gukjenews.com/news/articleView.html?idxno=2955028|||35.5%||| |||오늘의금시세||| |||
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||3월 27일  금시세 (금값)는?|||https://kizmom.hankyung.com/news/view.html?aid=202403270085o|||35.5%||| |||오늘금시세||| |||
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%||| 금시세 (금값) 27일 0.037%↑|||https://www.bntnews.co.kr/article/view/bnt202403270014|||35.5%||| |||순금시세||| |||
"2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||[오늘  금시세 ]오늘 금값 하락세↓… 원 달러 환율 1,343원|||http://www.namdonews.com/news/articleView.html?idxno=764522|||35.5%||| |||국제금시세||| |||"
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||오늘의 금값시세(3월 27일자) '프랑스 금가격 전망'|||https://www.gukjenews.com/news/articleView.html?idxno=2953944|||35.5%||| |||금1돈||| |||
2024-03-29|||일별 급상승|||14K금시세|||금값|||56050.0|||16.66%|||3월 26일  금시세 (금값)는?|||https://kizmom.hankyung.com/news/view.html?aid=202403267196o|||35.5%||| |||18K금시세||| |||
2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||[성공예감] 이산화탄소로 고기도 만들고 빵도 만듭니다 – 조가연 (벤처캐피탈...|||https://n.news.naver.com/mnews/article/056/0011684772?sid=101|||3.2%||| |||증권||| |||
2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도 판로·디지털화·자금·경영·안전 등 소상공인 지원 총력|||https://n.news.naver.com/mnews/article/005/0001681216?sid=102|||3.2%||| |||ETF||| |||
"2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도, 소상공인 지원으로 민생경제 회복 총력|||https://www.viva100.com/main/view.php?key=20240315010004560|||3.2%||| |||미국국채10년||| |||"
2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도 소상공인 지원으로 민생경제 회복 총력|||http://www.gndomin.com/news/articleView.html?idxno=386047|||3.2%||| |||미국국채수익률||| |||
2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경상남도 소상공인 지원으로 민생경제 회복에 총력|||https://www.skyedaily.com/news/news_view.html?ID=224666|||3.2%||| |||국채금리||| |||
"2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도, 소상공인 지원으로 민생경제 회복에 총력|||https://www.pointdaily.co.kr/news/articleView.html?idxno=193812|||3.2%||| |||채권||| |||"
"2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도, 소공인 지원 15개 사업 788억 투입…""민생경제 회복 총력""|||https://www.cnbnews.com/news/article.html?no=648694|||3.2%||| |||세계증시||| |||"
"2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도, 소상공인 지원으로 민생경제 회복 총력|||https://n.news.naver.com/mnews/article/417/0000988831?sid=102|||3.2%||| |||국채||| |||"
"2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도, 지역경제 뿌리 '골목상권 활성화'에 788억 원 투입|||https://n.news.naver.com/mnews/article/079/0003873908?sid=102|||3.2%||| |||금융||| |||"
"2024-03-29|||일별 급상승|||3D프린터기|||RP|||870.0|||145.45%|||경남도, 소상공인 지원 민생경제 회복 총력…디지털 전환 속도|||https://www.newspim.com/news/view/20240314000636|||3.2%||| |||채권투자방법||| |||"
2024-03-29|||일별 급상승|||레이븐코인|||CMA금리비교|||33290.0|||171.46%|||[ 코인  TOP 10 주간동향] 폴리매쉬(POLYX/KRW) +171.34%상승...비트 코인 (BTC) ...|||https://www.tokenpost.kr/article-170992|||5.2%||| |||환율||| |||
"2024-03-29|||일별 급상승|||레이븐코인|||CMA금리비교|||33290.0|||171.46%|||비트 코인  1억대 재진입, 비트 코인  1천 개 이상 보유한 투자자 증가세|||https://www.businesspost.co.kr/BP?command=article_view&num=346991|||5.2%||| |||달러환율||| |||"
