기준일자|||유형|||연관검색어|||검색키워드|||검색량|||지표|||뉴스제목|||뉴스링크|||활동성|||구글검색어|||네이버검색어|||상승월|||
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||오퀴즈 'SK렌터카 다이렉트  중고차  신년맞이 최대할인' 7시 정답은?|||http://www.joygm.com/news/articleView.html?idxno=212414|||0.0%||| |||산티아고순례길|||1|||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||[스타트업 단신] 브리즘, 크림, 머니스테이션, 차봇 모빌리티, 구름, 프리윌린...|||https://platum.kr/archives/221173|||0.0%||| |||단기알바|||2|||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||[스타트업 단신] 오픈플랜, 나우로보틱스, 시소, 로지브라더스, 클로봇, 코코...|||https://platum.kr/archives/219939|||0.0%||| |||아르바이트|||3|||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||생애최초 청년창업 지원사업 참여 기업의 아이디어와 기술 선보이는 데모데이...|||https://platum.kr/archives/219443|||0.0%||| |||데이터라벨링|||6|||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||카베이, 장기렌트 리스 전문  어플  차나와 출시|||http://www.enetnews.co.kr/news/articleView.html?idxno=17546|||0.0%||| |||알디콤|||11|||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||창업진흥원X씨엔티테크, ‘FINAL-DEMO DAY & HOME-COMING DAY’ 진행|||https://www.venturesquare.net/906201|||0.0%||| |||알바사이트|||12|||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||""난 중고 선물 받으면 서운할 듯""...'성지순례' 송해나, 어떤 사연자 사연 들...|||http://www.topstarnews.net/news/articleView.html?idxno=15429296|||0.0%||| |||그린램프라이브러리||| |||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||기아 인증 중고차  새 광고, '신뢰'를 '브랜드'로 입증했다|||https://www.apnews.kr/news/articleView.html?idxno=3013838|||0.0%||| |||데이터라벨링알바||| |||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||"" 중고차  시장 판도 바뀔까""…현대차, 인증  중고차  사업 출범|||https://www.econovill.com/news/articleView.html?idxno=630209|||0.0%||| |||스마트스토어개설||| |||"
"2024-03-12|||일별급상승|||중고차어플|||돈버는앱,리워드|||3480.0|||280.42%|||[산업 이모저모] SK㈜ C&C, 두산에너빌리티와 손잡고 생성형 AI 기반 디지털 ...|||http://www.greened.kr/news/articleView.html?idxno=307573|||0.0%||| |||베어유||| |||"
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||국내 가상화폐 거래규모 17조 8,272억원(업비트 81.2%·빗썸 17.1%)…비트 코인 ...|||http://www.topstarnews.net/news/articleView.html?idxno=15466475|||0.4%||| |||코인판||| |||"
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||[가상화폐]12일 알트 코인 , 스페이스아이디-플레이댑-시바이누 1, 2, 3위 플레...|||https://www.socialvalue.kr/news/view/1065539994503379|||0.4%||| |||이더리움||| |||"
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||“버티기 힘든 빚, 회생·파산 선입견 버리고 적극 활용해야…경제적 불이익 ...|||https://n.news.naver.com/mnews/article/011/0004311601?sid=102|||0.4%||| |||도지코인||| |||"
2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||돌아온 'K-불장'…가상자산 '김치프리미엄' 8%대 이어져|||https://n.news.naver.com/mnews/article/421/0007402649?sid=101|||0.4%||| |||온비드||| |||
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||국내 가상화폐 거래규모 12조 9,921억원(업비트 78.0%·빗썸 20.6%)…비트 코인 ...|||http://www.topstarnews.net/news/articleView.html?idxno=15465975|||0.4%||| |||세이코인||| |||"
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||[가상화폐]11일 알트 코인 ,  아이큐 -더그래프-스페이스아이디 1, 2, 3위  아이큐 ...|||https://www.socialvalue.kr/news/view/1065546491659166|||0.4%||| |||리플전망||| |||"
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||[ 코인  현황]  아이큐 (IQ) 비트 코인 (BTC) 오르고, 시바이누(SHIB) 더그래프(GRT...|||https://www.cbci.co.kr/news/articleView.html?idxno=460283|||0.4%||| |||비트코인ETF||| |||"
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||국내 가상화폐 거래규모 10조 5,721억원(업비트 73.5%·빗썸 24.5%)…비트 코인 ...|||http://www.topstarnews.net/news/articleView.html?idxno=15465772|||0.4%||| |||김프||| |||"
"2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||[가상화폐]10일 알트 코인 , 시바이누-비트 코인 골드- 아이큐 가 거래 1, 2, 3위 아...|||https://www.socialvalue.kr/news/view/1065543586856159|||0.4%||| |||헌트||| |||"
2024-03-12|||일별급상승|||아이큐코인|||암호화폐|||39140.0|||15.25%|||[ 코인 투데이]  아이큐 (IQ) 전일 대비 29% 점프|||https://www.cbci.co.kr/news/articleView.html?idxno=460252|||0.4%||| |||비트코인골드||| |||
"2024-03-12|||주별급상승|||도지코인시세|||CMA금리비교|||144400.0|||35.4%|||국내 가상화폐 거래규모 17조 8,272억원(업비트 81.2%·빗썸 17.1%)…비트 코인 ...|||http://www.topstarnews.net/news/articleView.html?idxno=15466475|||0.1%||| |||도지코인시세||| |||"
"2024-03-12|||주별급상승|||도지코인시세|||CMA금리비교|||144400.0|||35.4%|||[ 코인  광풍]② 시중자금 빨아들인 비트 코인  ETF… 불길은 월드 코인 , 밈 코인 으...|||https://n.news.naver.com/mnews/article/366/0000976918?sid=101|||0.1%||| |||홍콩H||| |||"
"2024-03-12|||주별급상승|||도지코인시세|||CMA금리비교|||144400.0|||35.4%|||[가상화폐]12일 알트 코인 , 스페이스아이디-플레이댑-시바이누 1, 2, 3위 플레...|||https://www.socialvalue.kr/news/view/1065539994503379|||0.1%||| |||삼성전자우선주||| |||"
